entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
USR-000014,EVT-0017413,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000113,EVT-0008262,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000070,EVT-0045486,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
DEV-000020,EVT-0009587,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
DEV-000020,EVT-0021210,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (144.135.25.162, 193.27.243.253, 208.30.56.234) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""144.135.25.162"", ""193.27.243.253"", ""208.30.56.234""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000020,EVT-0045022,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (180.88.238.93, 200.151.58.86, 38.101.126.221) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""180.88.238.93"", ""200.151.58.86"", ""38.101.126.221""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
DEV-000021,EVT-0007384,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000021,EVT-0007385,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000021,EVT-0007386,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000021,EVT-0007492,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000011,EVT-0007525,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000012,EVT-0016084,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
DEV-000013,EVT-0032791,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
DEV-000015,EVT-0005312,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000015,EVT-0005314,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000015,EVT-0005315,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (calendar-service -> printer-service -> shared-drive-marketing), escalating toward less common resources (global access frequency 0.040 -> 0.030)","{""novel_resource_chain"": [""calendar-service"", ""printer-service"", ""shared-drive-marketing""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0404, ""global_frequency_last"": 0.0304}"
DEV-000015,EVT-0005316,1.0,lateral_movement,"lateral_movement: accessed 4 resources outside this entity's normal set within 20 min (calendar-service -> printer-service -> shared-drive-marketing -> ticketing-system), escalating toward less common resources (global access frequency 0.040 -> 0.026)","{""novel_resource_chain"": [""calendar-service"", ""printer-service"", ""shared-drive-marketing"", ""ticketing-system""], ""chain_length"": 4, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0404, ""global_frequency_last"": 0.0259}"
DEV-000015,EVT-0005326,1.0,lateral_movement,"lateral_movement: accessed 6 resources outside this entity's normal set within 20 min (calendar-service -> printer-service -> shared-drive-marketing -> ticketing-system -> ci-cd-pipeline -> hr-portal), escalating toward less common resources (global access frequency 0.040 -> 0.039)","{""novel_resource_chain"": [""calendar-service"", ""printer-service"", ""shared-drive-marketing"", ""ticketing-system"", ""ci-cd-pipeline"", ""hr-portal""], ""chain_length"": 6, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0404, ""global_frequency_last"": 0.0389}"
DEV-000016,EVT-0008305,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000001,EVT-0045069,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (180.88.238.93, 200.151.58.86, 38.101.126.221) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""180.88.238.93"", ""200.151.58.86"", ""38.101.126.221""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000001,EVT-0045484,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000001,EVT-0046373,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000003,EVT-0009602,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000003,EVT-0036128,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=IoT-FW-2.9.4, mac=4e:5b:c6:c8:f3:40 appears within 5 min of 3 event(s) using this entity's historically consistent fingerprint","{""os"": ""IoT-FW-2.9.4"", ""mac_address"": ""4e:5b:c6:c8:f3:40"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 151}"
SVC-000003,EVT-0045495,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000005,EVT-0006114,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000005,EVT-0008682,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (157.248.210.86, 197.99.36.184, 68.210.213.182) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""157.248.210.86"", ""197.99.36.184"", ""68.210.213.182""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000006,EVT-0014804,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (189.194.237.154, 79.11.159.211, 96.98.122.252) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""189.194.237.154"", ""79.11.159.211"", ""96.98.122.252""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000006,EVT-0021202,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (144.135.25.162, 193.27.243.253, 208.30.56.234) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""144.135.25.162"", ""193.27.243.253"", ""208.30.56.234""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000019,EVT-0024228,1.0,brute_force,brute_force: 5 failed auth_result attempts from source_ip=187.43.245.82 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 5, ""window_minutes"": 10, ""source_ip"": ""187.43.245.82"", ""source_ip_novel_for_entity"": true}"
DEV-000019,EVT-0036471,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000019,EVT-0036472,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000019,EVT-0036473,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000019,EVT-0037304,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000019,EVT-0045504,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000007,EVT-0003873,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000007,EVT-0003875,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000007,EVT-0003879,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (firmware-update-service -> ticketing-system -> ci-cd-pipeline), escalating toward less common resources (global access frequency 0.053 -> 0.039)","{""novel_resource_chain"": [""firmware-update-service"", ""ticketing-system"", ""ci-cd-pipeline""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0534, ""global_frequency_last"": 0.039}"
SVC-000007,EVT-0004252,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000007,EVT-0009608,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000007,EVT-0014786,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (189.194.237.154, 79.11.159.211, 96.98.122.252) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""189.194.237.154"", ""79.11.159.211"", ""96.98.122.252""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000008,EVT-0003240,1.0,brute_force,brute_force: 14 failed auth_result attempts from source_ip=210.245.250.184 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 14, ""window_minutes"": 10, ""source_ip"": ""210.245.250.184"", ""source_ip_novel_for_entity"": true}"
SVC-000008,EVT-0008274,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000008,EVT-0032809,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000009,EVT-0009618,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
DEV-000021,EVT-0016077,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
DEV-000023,EVT-0045030,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (180.88.238.93, 200.151.58.86, 38.101.126.221) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""180.88.238.93"", ""200.151.58.86"", ""38.101.126.221""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
DEV-000025,EVT-0009596,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
DEV-000025,EVT-0026546,1.0,brute_force,brute_force: 22 failed auth_result attempts from source_ip=202.198.139.52 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 22, ""window_minutes"": 10, ""source_ip"": ""202.198.139.52"", ""source_ip_novel_for_entity"": true}"
